STATION,YEAR,MONTH,V1,F1,V2,F2,V3,F3,V4,F4,V5,F5,V6,F6,V7,F7,V8,F8,V9,F9,V10,F10,V11,F11,V12,F12,V13,F13,V14,F14,V15,F15,V16,F16,V17,F17,V18,F18,V19,F19,V20,F20,V21,F21,V22,F22,V23,F23,V24,F24,V25,F25,V26,F26,V27,F27,V28,F28,V29,F29,V30,F30,V31,F31
270165,1958,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1959,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1959,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1959,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1959,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.1,,0.2,,0,,0.3,,-999.9,M
270165,1959,5,1.7,,2.2,,48.7,,49.1,,2.2,,0,,0.3,,0.5,,0,,0,,0,,0,,16.5,,4,,0,,0,,11.7,,0,,0,,0,,0.7,,25.3,,0,,11.5,,0,,0.1,,0,,3.1,,32.5,,2.1,,0,
270165,1959,6,0,,0,,6.8,,0,,0,,0,,0,,2.9,,0,,6.5,,0,,12.5,,0,,16.8,,0,,0,,8.5,,1.1,,0,,0,,5.7,,0,,17.4,,2.7,,7.8,,0,,0,,0,,0,,15.6,,-999.9,M
270165,1959,7,0,,0.5,,0,,0,,0,,14.7,,0,,0,,5.4,,0,,0,,0,,9.4,,0.7,,0,,0,,11.2,,2.5,,42.2,,12.7,,0,,1.1,,9.2,,20.9,,25.4,,5.9,,31.2,,4.5,,0,,0,,53.8,
270165,1959,8,3.7,,7.4,,23.5,,13.7,,71.2,,0,,0,,6.6,,8.9,,34.5,,40.9,,0.3,,3.6,,11.4,,10,,20.8,,12.2,,1.7,,0,,31.7,,2.7,,0,,14.2,,16.7,,27.8,,2.7,,0,,35.9,,1.6,,0.3,,1.3,
270165,1959,9,18,,0,,14,,2,,8.4,,0.9,,4.6,,3.6,,0.8,,11.6,,1.2,,11.8,,5.2,,14.4,,0,,73.7,,4.5,,3.8,,0,,0,,1.6,,3.8,,6.5,,0,,0,,0,,0,,0,,4.5,,0,,-999.9,M
270165,1959,10,0,,4.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.2,,0,,0.7,,0,,26.8,,0.9,,12.1,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1959,11,0,,0,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,24.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1959,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1960,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1960,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M
270165,1960,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.6,,0,,0,,3.1,,0,,0,,0,,0,,0,,0,,0,
270165,1960,4,0,,0,,0,,0,,0,,0,,0.3,,0,,0,,0,,0,,0,,0.4,,0.2,,1.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1960,5,3.3,,8.3,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,0,,0,,0,,0,,0,,0,,0,,0,,8.1,,15.4,,2.9,,3.5,,8.2,,2.6,,0,,0,,0,,0.4,,8.5,,0.3,
270165,1960,6,0,,12.1,,0.6,,0,,0,,14.5,,23.4,,0,,0,,3.4,,0,,0,,0,,0.9,,16.7,,31.7,,17.6,,32.9,,6.6,,0,,0,,5.2,,1.2,,0,,0.5,,0,,0,,4,,0,,9.7,,-999.9,M
270165,1960,7,5.5,,5.9,,18.4,,0,,0.5,,0,,22.7,,0,,22.1,,14.9,,0,,7,,0,,0,,0,,0,,14.6,,44.7,,0.6,,0,,60.6,,6.4,,0.3,,83.8,,0,,17.9,,12.3,,7.6,,0,,23,,17.5,
270165,1960,8,16.7,,0,,0,,17.8,,0,,0,,3.3,,7.2,,18.9,,2,,1.8,,14.1,,7.7,,37.1,,0,,0,,9,,0,,0,,3.4,,0,,21.2,,15.2,,1,,0.3,,66.7,,0,,0,,0,,14.1,,0,
270165,1960,9,11.6,,11.7,,2.7,,5.8,,56.2,,5,,3.9,,6,,0,,5.5,,2.1,,32.4,,14.7,,5.1,,3.3,,2.2,,0,,8.7,,18.1,,5,,11.2,,0,,0,,2,,0,,10.8,,2.3,,2.8,,1.6,,2.1,,-999.9,M
270165,1960,10,0.8,,0,,0,,0,,1.2,,0,,4.6,,18.5,,0,,1.9,,2.4,,0,,0,,0,,0.4,,0,,0,,0,,0,,5.6,,7.6,,0,,0,,12.7,,2.6,,2.1,,0,,0,,0,,0,,0,
270165,1960,11,0,,0,,0,,0,,0,,0,,0,,0,,3.9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1960,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1961,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1961,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1961,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1961,4,0,,0,,0,,0.5,,0,,0,,0,,5.8,,0,,0,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.4,,0,,0,,-999.9,M
270165,1961,5,0,,0,,0,,0,,4.6,,0,,0,,0,,0,,0,,3.1,,2.4,,1.7,,0,,29.5,,8.2,,0,,11,,0,,0,,1.4,,0,,0.3,,6,,1.4,,0,,0,,0,,2.3,,0,,0,
270165,1961,6,1.9,,0,,2.7,,0,,20,,0,,0,,0,,0,,0,,0,,2.5,,0,,0,,0,,0,,0,,35.5,,0,,38.5,,1.1,,0,,0.1,,0,,0,,0,,35,,18.9,,0,,0,,-999.9,M
270165,1961,7,41.1,,2.5,,0.5,,0,,16.2,,0,,5.3,,0,,7.4,,0,,0,,4.2,,8.3,,1,,0,,0,,19.6,,5.7,,0,,50.1,,0,,10.8,,7.2,,20.2,,19.3,,0.2,,0,,32.2,,9.8,,97.9,,8.4,
270165,1961,8,0,,10.2,,5.9,,9.8,,63.3,,9,,0,,9.4,,5.6,,16.9,,5.9,,39.1,,1.6,,35.1,,0,,0,,0,,2.5,,0,,0,,0,,0,,14.3,,1,,0.8,,49.6,,6.8,,10.8,,3.2,,18.1,,5.5,
270165,1961,9,3.5,,13.1,,54.1,,0,,3,,9,,5.7,,2.1,,0,,0.3,,1.8,,0.4,,7.4,,0.4,,2,,5,,14.6,,0,,0,,0.9,,0,,4.6,,0,,0,,13.2,,0,,0,,0,,0,,0,,-999.9,M
270165,1961,10,4.6,,0,,10,,0,,1.9,,0,,0,,0,,0,,1.2,,0,,0,,0,,0,,0,,0,,0,,2.2,,0,,0,,0,,0.9,,1.2,,0,,2.5,,0,,0,,0,,0.8,,0,,0,
270165,1961,11,0,,0,,0,,0,,0,,0,,0,,0,,2.7,,27.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1961,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1962,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1962,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1962,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1962,4,0,,0,,0,,1.1,,11.6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.7,,0.9,,0,,20.2,,1.1,,0,,0,,0,,0.9,,0.7,,0,,14.6,,6.5,,0,,0,,-999.9,M
270165,1962,5,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,0.8,,0,,1.4,,6.8,,0,
270165,1962,6,17.5,,0,,0,,10.8,,1.3,,0.7,,0,,0,,0,,19.5,,0,,0,,18.2,,0,,0,,21.3,,0,,0,,32.4,,0,,5,,0,,0,,0,,0,,0,,0,,40,,8,,0,,-999.9,M
270165,1962,7,0,,1.2,,0.2,,15.8,,0,,0.4,,0,,5.6,,0,,0,,1.2,,0,,14.8,,0,,3,,0,,1,,0,,0,,0,,0,,5.8,,0,,0,,0,,31,,5.8,,10.9,,4.8,,0,,0,
270165,1962,8,7.7,,53.7,,24.3,,11.2,,0,,60,,0,,9.4,,0,,0.5,,2.7,,17.1,,2.5,,1.1,,0,,50,,0,,55.5,,4.5,,0,,14.5,,0,,0,,14.1,,2,,12.3,,18.5,,0,,80,,0,,0.1,
270165,1962,9,59.2,,1.2,,0,,25,,3.1,,2,,1.1,,1.1,,7.3,,3,,16.5,,0,,23.6,,0,,0.4,,0,,2,,2.8,,2.7,,34.7,,9.8,,3,,0,,0,,3.6,,1.9,,0,,14.8,,7,,0,,-999.9,M
270165,1962,10,0,,0,,5,,3.7,,30,,4.7,,0,,0,,2.3,,4.8,,0,,0,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6,,0,,0,,0,,0,
270165,1962,11,0,,0,,13.5,,0,,9.8,,9,,0,,0,,0.5,,0,,0,,0,,0,,0,,0,,0,,0,,18.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1962,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1963,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1963,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.4,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.2,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1963,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.5,,15.4,,0,,0,,0,,0,,0,,0,,0,
270165,1963,4,0,,1.8,,0,,0,,0,,3.7,,0,,0,,0,,0,,0,,0,,0,,0,,12.2,,0,,2.6,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,64.4,,19.2,,0.1,,-999.9,M
270165,1963,5,4.4,,24.1,,0,,0,,4.5,,0.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,0,,0,,0,,1.8,,0,,0,,0,,1,
270165,1963,6,0,,0,,0,,0,,0,,0,,6.7,,6.2,,28.2,,0,,0,,11.5,,0,,0,,0,,0,,0.2,,0,,0,,0,,0,,3.2,,43.2,,14.1,,0,,0,,2,,32.3,,0,,13.5,,-999.9,M
270165,1963,7,0,,0,,0,,0,,0,,0.5,,0,,0,,0,,5.8,,10.3,,0,,0,,1.7,,1.2,,1.7,,0,,0,,33.9,,0,,0,,15,,7.5,,0,,2.5,,0,,15.4,,12.8,,0,,2.9,,0,
270165,1963,8,23.9,,0,,11.5,,0,,2.2,,3.3,,1.7,,11.7,,2.7,,0.4,,0,,166.1,,0,,20.9,,27.6,,0,,0,,0,,16,,3.3,,9,,13,,27.5,,0,,32,,26.3,,0,,39,,0,,35.4,,0,
270165,1963,9,0,,29.8,,0,,2,,0,,31.5,,0,,1.8,,0,,0.6,,10.4,,0,,0,,0,,0,,0,,18.4,,5.8,,19,,41.6,,29.5,,0,,0,,0,,6.2,,0.2,,0,,0,,0,,0,,-999.9,M
270165,1963,10,10,,0,,0,,6,,0,,4.2,,34.1,,0,,9.3,,15.2,,2.1,,2.5,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,9.2,,6,,0,,0,,0,,0,,0,,0,
270165,1963,11,12.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1963,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1964,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1964,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M
270165,1964,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1964,4,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,0,,0,,0,,4.9,,0.6,,8.9,,12.4,,0.2,,0,,0,,-999.9,M
270165,1964,5,0,,0,,0,,0,,0.6,,0,,15.1,,0.2,,0,,0,,0,,4.1,,0,,0,,0,,0,,8.1,,1.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1964,6,0,,0,,17,,0,,0,,0,,0,,1,,0,,0,,24.5,,0,,0,,0,,3.7,,0,,17.3,,0,,16.4,,0,,18,,0,,14,,1.2,,0,,14.2,,11.2,,0,,12,,13.3,,-999.9,M
270165,1964,7,21.4,,0,,0,,0,,3.2,,0.2,,0,,0,,3,,35,,52.9,,0,,11.2,,0,,23.2,,0,,4.5,,0,,0,,0,,3.5,,44.2,,0.7,,4,,2.8,,4,,0,,30,,0,,7.2,,40.7,
270165,1964,8,21.7,,15.1,,0,,1.5,,0,,0,,1,,0,,2.5,,0,,9.2,,19.5,,7,,13.8,,0.4,,0,,0,,0,,41.4,,0,,1.2,,46.2,,0.6,,0.9,,0.8,,31.1,,0,,47.4,,3.7,,21,,66.8,
270165,1964,9,2.4,,4.5,,29.7,,2.3,,8.5,,0,,26.3,,9.2,,0,,9.1,,49.2,,0,,0,,12.6,,0.7,,0,,18.6,,6.7,,2.6,,8.8,,0,,0,,0,,0,,0,,31.6,,21.8,,28.5,,0,,0,,-999.9,M
270165,1964,10,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.8,,0,,0,,0,,0,,0,,0,,6.9,,0,,0,,0,,0,,0,,0,,0,,8.9,,0,,1.1,,10,,0,,0,,0,
270165,1964,11,7.4,,0,,22.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1964,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,32.8,,7.7,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1965,1,0,,0,,0,,0,,0,,0,,1.9,,9.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1965,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1965,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1965,4,0,,0,,5.1,,0,,0,,0,,4.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1965,5,0,,0,,5.6,,0,,0,,8.7,,0,,0,,3.7,,0,,0,,0,,0,,27.5,,0,,0,,7.6,,0,,4.7,,0,,0,,0,,0,,19.5,,11.2,,0,,5.6,,12.3,,0,,0,,0,
270165,1965,6,0,,11,,0,,0,,0,,0,,12.8,,0,,16.7,,0,,8.8,,0,,16.8,,0,,0,,6.2,,14.4,,0,,5.8,,6.5,,17.1,,0,,0,,31.7,,0,,12.2,,0,,1.2,,5,,0.4,,-999.9,M
270165,1965,7,8,,0,,17.6,,6.5,,21.2,,0.2,,0,,6.5,,1.3,,6.7,,0,,0,,0,,12.1,,9.6,,0,,3.8,,0,,2,,6.4,,0.2,,0,,0.3,,1.5,,0,,4.4,,0,,0,,33.8,,45.8,,12.5,
270165,1965,8,0.4,,6.5,,0,,0,,7.9,,3.1,,0,,58.6,,2.1,,20.2,,0.2,,12.4,,26,,15.6,,0.7,,0,,0,,0,,0,,8.5,,0,,6,,0,,0,,0,,0,,0,,18.6,,26.8,,0,,0,
270165,1965,9,15.4,,22.5,,15.3,,2.4,,0,,4,,0,,0,,28.8,,0.2,,0,,14.6,,0.2,,0.8,,19.7,,25.3,,0.4,,8.9,,0.2,,0,,0.6,,3.5,,0.8,,12,,0,,0,,0,,8.2,,0,,4.5,,-999.9,M
270165,1965,10,0,,18.3,,0,,2.8,,0,,0,,24.7,,0,,0,,1.1,,0,,5.5,,0,,0,,0,,0,,0,,26.5,,0,,2.3,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,
270165,1965,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1965,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1966,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1966,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M,-999.9,M
270165,1966,3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.8,,0,,0,,0,,0,,0,,0.5,,0,,4.6,,0.7,,0.6,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1966,4,0.8,,14.7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.5,,0,,0,,0,,0,,0,,0.8,,3.8,,0,,0,,2.2,,-999.9,M
270165,1966,5,0,,0,,38.1,,0,,0,,2.8,,0,,0,,0,,0,,10.6,,0,,0,,0,,0,,0,,0,,12.1,,16.8,,0,,0,,0,,0,,0,,0,,9.5,,0,,4.7,,11.8,,0,,0,
270165,1966,6,0,,33.2,,0,,0,,24.2,,0,,17,,0,,6.8,,27.2,,0,,0,,19,,0,,0,,17.8,,3.7,,0,,0,,0,,0,,5.9,,0,,0,,0,,0,,5.1,,0,,9.5,,0.7,,-999.9,M
270165,1966,7,0,,0,,27.2,,0,,0,,11.2,,0,,0,,2.4,,1.7,,4.5,,21.2,,0.8,,0,,0,,13.6,,0,,6.8,,39,,0,,0,,43.2,,0,,19.5,,19.8,,2.3,,0,,0,,0.8,,32.8,,0,
270165,1966,8,0,,46,,0,,26.1,,2.8,,0.3,,0,,3.7,,32.1,,6.8,,1.1,,0,,0,,0,,17.7,,5.8,,0,,26,,5.9,,21.9,,0,,34.9,,7.8,,0,,0,,4.8,,30.9,,11.4,,0,,20.7,,4.2,
270165,1966,9,7.2,,1.9,,0,,0,,8.8,,21.1,,10.4,,17.5,,1.1,,3.8,,0,,7,,0,,0.8,,25.6,,36.5,,3,,3,,14.6,,20.9,,0,,17.1,,48.7,,1.8,,3.1,,0,,9.4,,0,,1.5,,12.3,,-999.9,M
270165,1966,10,0,,13.2,,0,,0,,0,,1.8,,15.7,,0.7,,0,,0,,0,,1.8,,7,,3.2,,0,,0,,0,,9.3,,10.9,,0,,0,,0,,0,,0,,0,,0.6,,0,,8.7,,0,,0,,0,
270165,1966,11,0,,2.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1966,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1967,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1967,2,0,,0,,17.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,5.7,,-999.9,M,-999.9,M,-999.9,M
270165,1967,3,1.9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.5,,0,,0,,0,
270165,1967,4,0,,0.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.7,,3,,0,,0,,0,,0,,0,,0,,15.5,,0.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1967,5,7.7,,3,,0,,19.8,,0,,0,,0,,17.5,,0,,0,,6.7,,0,,0,,0,,0,,15.1,,0,,0,,0,,0,,0,,0,,4.3,,5.3,,17,,0,,27.1,,0,,0,,0,,0,
270165,1967,6,52.6,,4,,0,,0,,0,,0,,0.8,,0,,0,,2.5,,0,,0,,3.7,,0.7,,0,,7.2,,0.1,,11.3,,0,,2.8,,0,,17,,3,,0,,0,,4,,0,,10.4,,0,,2.6,,-999.9,M
270165,1967,7,0,,0,,0.8,,4.2,,5.6,,0,,14.5,,0,,0,,7.4,,40.7,,0,,0,,14.2,,22,,3.3,,12.4,,0,,2.8,,0,,0,,0,,11,,2.4,,7.1,,9.3,,4.6,,4.8,,14.8,,35,,0,
270165,1967,8,4.5,,28.8,,0,,0.8,,4.3,,0,,0,,40.7,,13.3,,73.1,,24.5,,0,,2.3,,0.9,,0.4,,19.3,,18.9,,2.3,,0,,2.2,,23,,1.5,,34.8,,1,,11.6,,16.3,,24.6,,8.1,,6.2,,68.3,,1.6,
270165,1967,9,0,,4,,0,,11.2,,15.5,,5.4,,1.8,,3.7,,16,,2.9,,0,,6.7,,5.7,,1.8,,14.6,,0,,0,,0,,20.8,,0,,0.6,,0,,0,,7,,0,,2.3,,14,,19.8,,10,,18.4,,-999.9,M
270165,1967,10,0,,0,,73.5,,5.6,,0,,4.6,,15.3,,6,,0,,0,,9.9,,0,,0,,0,,0,,0,,0,,0,,4.9,,0,,9.9,,0,,0,,0,,0,,0,,0,,0,,0,,1.7,,0,
270165,1967,11,0,,0,,0,,0,,0,,0,,2.8,,7.8,,2.9,,2.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,-999.9,M
270165,1967,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1968,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
270165,1968,2,0,,0,,0,,6.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,0,,0,,0,,-999.9,M,-999.9,M
